4,937417616	2,330962081
6,419932199	3,204768928
-0,021822768	8,554674844
0,506680366	8,42907195
0,46044703	8,390549325
4,874143259	3,535706502
0,898104452	8,14956811
-0,16816009	7,839672623
0,903263802	7,777761616
1,624768233	8,270696129
4,794222743	3,703506588
0,597051075	8,818207961
0,611812617	6,964692272
5,91201666	2,487235513
5,933485899	2,969324455
5,756055774	4,280510833
6,609922618	3,27364974
0,560763013	9,058426121
1,586670782	8,271708635
4,456214687	3,860785269
1,062631787	7,125908769
0,144272786	7,899114446
5,664634911	3,851847353
6,588614919	3,508172137
4,825465052	4,205461283
5,618919819	3,612917991
5,024563085	4,295530033
0,582086003	7,276670768
5,728688946	3,34598947
1,332283408	8,474838506
0,931038575	9,021240771
1,060766376	8,558940698
5,513071692	3,470025491
0,965913812	7,074651525
4,933564332	2,445700979
4,637285734	3,21626228
1,646098782	8,373007299
5,877325085	3,761760798
0,24922219	7,490689422
1,513272526	8,497264686
5,659041355	4,037525794
5,003544089	3,942071867
0,327117712	7,420503098
0,983480744	7,228086129
0,895488695	8,282562725
0,047372375	8,420397963
-0,059326961	7,796884134
1,188598653	8,015854121
5,154252111	4,267538848
4,887528083	2,690552825
5,286688	4,089323815
4,196165003	3,637784808
1,122963198	8,520325075
-0,254766926	8,328958819
4,416393166	3,162967094
5,092964565	3,448451429
4,087331955	3,395982854
6,239470762	2,597449616
0,037754083	8,627194796
0,62832659	8,245812623
0,662344578	8,82188803
0,33829438	7,512681764
-0,27543133	7,478442104
5,614112837	3,875863966
1,390222103	7,856439197
5,718449035	4,102044171
5,874219391	3,676194577
1,304790373	8,136229552
0,3032394	7,654009687
0,239010918	7,652788708
5,600508307	2,311086773
6,281300557	4,028271713
0,149775652	7,617745648
-0,094692106	7,148135246
0,71009615	7,332348625
6,03735626	2,367084415
4,545896002	3,990011446
6,674504533	2,942862557
0,857814913	7,741590777
5,535611559	3,075053707
6,71022398	2,962781294
5,61296913	3,264044832
0,528697611	8,05859619
1,329815047	8,644022754
6,220391149	3,232170563
1,414997195	7,979654427
1,752756338	8,125534583
0,733496479	7,167093167
1,376862769	8,217253072
5,029705287	3,888356039
5,953670264	3,915858919
-0,157912612	7,993211309
4,785551057	3,697535255
5,139535496	2,307641394
6,3942747	3,51267164
5,891339842	2,798624659
5,944140074	2,92042865
5,002752192	2,994436697
1,290765927	8,774095566
5,093495953	2,303182627
