840	842	2	2							
1181	1183	2	4							
848	850	2	6							
1030	1033	3	9	990		1440				
1088	1091	3	12							
596	600	4	16							
751	755	4	20							
681	685	4	24						32	15
704	709	5	29							
934	940	6	35							
1122	1128	6	41							
897	903	6	47							
769	776	7	54							
1019	1027	8	62							
1264	1273	9	71							
763	772	9	80							
1002	1011	9	89							
1288	1298	10	99							
1172	1183	11	110							
831	842	11	121							
947	959	12	133							
635	647	12	145							
1134	1146	12	157							
1246	1259	13	170							
716	730	14	184							
825	840	15	199							
1008	1024	16	215							
660	676	16	231							
667	683	16	247							
1136	1153	17	264							
799	817	18	282							
603	621	18	300							
1133	1151	18	318							
600	619	19	337							
1226	1245	19	356							
980	999	19	375							
1216	1236	20	395							
1122	1142	20	415							
1094	1114	20	435							
978	999	21	456							
1035	1057	22	478							
889	911	22	500							
1199	1221	22	522							
1260	1283	23	545							
965	989	24	569							
823	848	25	594							
575	601	26	620							
1199	1227	28	648							
1173	1201	28	676							
749	778	29	705							
1060	1089	29	734							
976	1006	30	764							
1045	1075	30	794							
862	892	30	824							
1171	1202	31	855							
649	681	32	887							
946	978	32	919							
969	1001	32	951							
930	962	32	983							
903	936	33	1016							
1176	1211	35	1051							
1237	1273	36	1087							
1000	1036	36	1123							
1042	1080	38	1161							
1116	1155	39	1200							
1193	1232	39	1239							
1024	1063	39	1278							
748	788	40	1318							
906	947	41	1359							
969	1011	42	1401							
1007	1050	43	1444							
740	783	43	1487							
1106	1149	43	1530							
940	983	43	1573							
1045	1088	43	1616							
1061	1105	44	1660							
708	752	44	1704							
926	971	45	1749							
1163	1208	45	1794							
1016	1061	45	1839							
1049	1095	46	1885							
635	681	46	1931							
1142	1189	47	1978							
871	918	47	2025							
967	1016	49	2074							
923	973	50	2124							
954	1004	50	2174							
777	827	50	2224							
764	815	51	2275							
1007	1059	52	2327							
927	980	53	2380							
888	941	53	2433							
1241	1294	53	2486							
812	869	57	2543							
1036	1093	57	2600							
592	649	57	2657							
1181	1239	58	2715							
999	1058	59	2774							
1084	1143	59	2833							
1231	1291	60	2893							
545	605	60	2953							
1042	1102	60	3013							
669	731	62	3075							
1026	1088	62	3137							
812	876	64	3201							
800	864	64	3265							
835	900	65	3330							
808	874	66	3396							
1103	1169	66	3462							
605	672	67	3529							
1199	1267	68	3597							
1058	1127	69	3666							
1198	1268	70	3736							
782	852	70	3806							
694	765	71	3877							
743	814	71	3948							
1029	1101	72	4020							
869	941	72	4092							
642	716	74	4166							
681	756	75	4241							
825	900	75	4316							
806	881	75	4391							
1025	1101	76	4467							
899	975	76	4543							
1117	1194	77	4620							
887	964	77	4697							
1142	1220	78	4775							
1157	1236	79	4854							
549	630	81	4935							
763	844	81	5016							
610	691	81	5097							
643	725	82	5179							
1075	1158	83	5262							
644	727	83	5345							
1179	1262	83	5428							
521	606	85	5513							
1184	1270	86	5599							
646	734	88	5687							
719	808	89	5776							
967	1056	89	5865							
964	1054	90	5955							
1006	1097	91	6046							
806	898	92	6138							
1106	1198	92	6230							
633	726	93	6323							
869	962	93	6416							
899	992	93	6509							
739	832	93	6602							
570	664	94	6696							
536	630	94	6790							
552	646	94	6884							
622	717	95	6979							
506	601	95	7074							
611	707	96	7170							
1108	1205	97	7267							
764	864	100	7367							
943	1043	100	7467							
726	827	101	7568							
778	879	101	7669							
1020	1121	101	7770							
1159	1260	101	7871							
601	703	102	7973							
806	908	102	8075							
1108	1211	103	8178							
713	819	106	8284							
926	1032	106	8390							
576	682	106	8496							
600	707	107	8603							
1093	1200	107	8710							
884	991	107	8817							
744	851	107	8924							
786	893	107	9031							
859	967	108	9139							
711	819	108	9247							
1136	1245	109	9356							
901	1010	109	9465							
707	817	110	9575							
726	836	110	9685							
1091	1202	111	9796							
1152	1263	111	9907							
1118	1230	112	10019							
1180	1292	112	10131							
999	1113	114	10245							
656	772	116	10361							
516	632	116	10477							
758	875	117	10594							
705	823	118	10712							
931	1051	120	10832							
701	821	120	10952							
1104	1224	120	11072							
1047	1169	122	11194							
650	772	122	11316							
1035	1160	125	11441							
750	875	125	11566							
867	992	125	11691							
659	785	126	11817							
565	691	126	11943							
929	1055	126	12069							
1101	1228	127	12196							
1067	1194	127	12323							
1136	1263	127	12450							
747	874	127	12577							
953	1081	128	12705							
686	814	128	12833							
617	746	129	12962							
1076	1206	130	13092							
1104	1235	131	13223							
589	722	133	13356							
994	1127	133	13489							
1115	1249	134	13623							
511	645	134	13757							
684	819	135	13892							
668	803	135	14027							
987	1124	137	14164							
636	773	137	14301							
1129	1266	137	14438							
887	1025	138	14576							
680	819	139	14715							
714	853	139	14854							
1119	1259	140	14994							
1028	1168	140	15134							
1012	1152	140	15274							
1145	1286	141	15415							
880	1022	142	15557							
829	973	144	15701							
965	1110	145	15846							
915	1063	148	15994							
902	1050	148	16142							
496	646	150	16292							
798	949	151	16443							
489	640	151	16594							
928	1080	152	16746							
1111	1265	154	16900							
874	1029	155	17055							
686	841	155	17210							
999	1156	157	17367							
1110	1269	159	17526							
1130	1289	159	17685							
1062	1222	160	17845							
722	882	160	18005							
990	1151	161	18166							
533	694	161	18327							
993	1154	161	18488							
696	858	162	18650							
872	1035	163	18813							
542	705	163	18976							
438	603	165	19141							
1018	1183	165	19306							
758	925	167	19473							
1064	1231	167	19640							
745	912	167	19807							
706	877	171	19978							
947	1118	171	20149							
1048	1220	172	20321							
673	845	172	20493							
880	1052	172	20665							
766	938	172	20837							
1038	1211	173	21010							
858	1032	174	21184							
704	878	174	21358							
1033	1208	175	21533							
697	873	176	21709							
799	977	178	21887							
443	621	178	22065							
1020	1199	179	22244							
832	1012	180	22424							
891	1071	180	22604							
865	1046	181	22785							
636	818	182	22967							
961	1144	183	23150							
868	1051	183	23333							
767	951	184	23517							
931	1116	185	23702							
1013	1198	185	23887							
1078	1263	185	24072							
838	1023	185	24257							
819	1005	186	24443							
916	1103	187	24630							
731	919	188	24818							
488	677	189	25007							
678	869	191	25198							
431	622	191	25389							
781	973	192	25581							
601	794	193	25774							
909	1103	194	25968							
933	1128	195	26163							
986	1182	196	26359							
467	664	197	26556							
476	673	197	26753							
1089	1287	198	26951							
870	1068	198	27149							
655	853	198	27347							
799	998	199	27546							
512	712	200	27746							
1050	1251	201	27947							
580	781	201	28148							
568	769	201	28349							
461	662	201	28550							
921	1123	202	28752							
821	1023	202	28954							
543	746	203	29157							
435	639	204	29361							
797	1002	205	29566							
399	606	207	29773							
789	997	208	29981							
690	899	209	30190							
539	750	211	30401							
427	639	212	30613							
652	864	212	30825							
917	1130	213	31038							
808	1021	213	31251							
856	1070	214	31465							
446	660	214	31679							
465	680	215	31894							
985	1201	216	32110							
1038	1254	216	32326							
1024	1240	216	32542							
990	1208	218	32760							
462	680	218	32978							
1011	1231	220	33198							
891	1112	221	33419							
846	1068	222	33641							
979	1201	222	33863							
440	662	222	34085							
813	1037	224	34309							
863	1087	224	34533							
1069	1294	225	34758							
821	1046	225	34983							
958	1183	225	35208							
630	855	225	35433							
495	720	225	35658							
843	1069	226	35884							
742	969	227	36111							
1046	1274	228	36339							
606	835	229	36568							
569	798	229	36797							
772	1003	231	37028							
986	1218	232	37260							
731	963	232	37492							
1052	1284	232	37724							
528	763	235	37959							
503	739	236	38195							
754	991	237	38432							
899	1138	239	38671							
484	724	240	38911							
805	1045	240	39151							
963	1204	241	39392							
913	1156	243	39635							
1037	1280	243	39878							
472	717	245	40123							
621	867	246	40369							
950	1200	250	40619							
727	977	250	40869							
375	625	250	41119							
730	982	252	41371							
945	1198	253	41624							
892	1145	253	41877							
685	939	254	42131							
804	1058	254	42385							
974	1229	255	42640							
1034	1290	256	42896							
945	1203	258	43154							
455	713	258	43412							
953	1211	258	43670							
458	716	258	43928							
873	1132	259	44187							
692	951	259	44446							
720	980	260	44706							
1017	1279	262	44968							
824	1086	262	45230							
1029	1292	263	45493							
481	744	263	45756							
955	1219	264	46020							
870	1135	265	46285							
699	965	266	46551							
858	1126	268	46819							
600	868	268	47087							
347	615	268	47355							
942	1216	274	47629							
852	1128	276	47905							
338	615	277	48182							
983	1260	277	48459							
653	932	279	48738							
407	686	279	49017							
998	1277	279	49296							
803	1083	280	49576							
623	903	280	49856							
934	1214	280	50136							
577	861	284	50420							
700	984	284	50704							
1004	1289	285	50989							
571	857	286	51275							
857	1144	287	51562							
954	1241	287	51849							
658	945	287	52136							
661	948	287	52423							
759	1046	287	52710							
962	1252	290	53000							
815	1106	291	53291							
962	1255	293	53584							
1002	1295	293	53877							
738	1031	293	54170							
918	1213	295	54465							
935	1231	296	54761							
820	1116	296	55057							
376	674	298	55355							
750	1050	300	55655							
798	1100	302	55957							
911	1215	304	56261							
689	993	304	56565							
710	1014	304	56869							
425	731	306	57175							
784	1091	307	57482							
761	1069	308	57790							
613	921	308	58098							
736	1046	310	58408							
741	1051	310	58718							
785	1095	310	59028							
331	645	314	59342							
762	1077	315	59657							
972	1287	315	59972							
884	1201	317	60289							
860	1178	318	60607							
956	1274	318	60925							
857	1175	318	61243							
653	972	319	61562							
973	1293	320	61882							
327	647	320	62202							
555	876	321	62523							
563	884	321	62844							
934	1257	323	63167							
695	1019	324	63491							
865	1190	325	63816							
789	1114	325	64141							
611	937	326	64467							
904	1230	326	64793							
686	1012	326	65119							
550	878	328	65447							
926	1255	329	65776							
847	1176	329	66105							
682	1012	330	66435							
807	1139	332	66767							
342	674	332	67099							
775	1107	332	67431							
753	1086	333	67764							
849	1183	334	68098							
529	864	335	68433							
726	1062	336	68769							
853	1189	336	69105							
770	1109	339	69444							
848	1188	340	69784							
776	1116	340	70124							
748	1088	340	70464							
821	1164	343	70807							
383	727	344	71151							
885	1229	344	71495							
599	944	345	71840							
557	903	346	72186							
861	1207	346	72532							
883	1231	348	72880							
667	1015	348	73228							
685	1034	349	73577							
343	695	352	73929							
616	968	352	74281							
363	715	352	74633							
762	1116	354	74987							
660	1015	355	75342							
833	1189	356	75698							
464	821	357	76055							
639	996	357	76412							
905	1263	358	76770							
597	955	358	77128							
738	1096	358	77486							
466	824	358	77844							
886	1245	359	78203							
315	674	359	78562							
252	614	362	78924							
708	1071	363	79287							
583	947	364	79651							
702	1066	364	80015							
670	1039	369	80384							
351	720	369	80753							
880	1250	370	81123							
816	1186	370	81493							
694	1065	371	81864							
740	1111	371	82235							
815	1187	372	82607							
724	1097	373	82980							
793	1166	373	83353							
793	1166	373	83726							
907	1280	373	84099							
679	1053	374	84473							
824	1199	375	84848							
478	853	375	85223							
454	830	376	85599							
687	1065	378	85977							
757	1137	380	86357							
400	782	382	86739							
853	1235	382	87121							
640	1024	384	87505							
641	1025	384	87889							
712	1097	385	88274							
666	1052	386	88660							
784	1170	386	89046							
828	1215	387	89433							
723	1111	388	89821							
290	679	389	90210							
845	1234	389	90599							
