				1042					
		1	6	1227					
		1	8	1252					
		1	9	1272					
18748		1	12	1412					
		1	21	1564					
		1	40	1618		990000			
		1	45	1639		99999			
		1	49	1666					
		1	55	1684				18748	99999
		1	66	1710					
		1	79	1764					
		1	93	1775					
		1	98	1826					
		1	111	1833					
		1	114	1838					
		1	116	1855					
		1	122	1892					
		1	128	1945					
		1	129	2108					
		1	132	2177					
		1	134	2222					
		1	136	2302					
		1	138	2340					
		1	144	2389					
		1	151	2396					
		1	154	2431					
		1	167	2494					
		1	176	2568					
		1	176	2574					
		1	179	2581					
		1	180	2601					
		1	188	2635					
		1	189	2642					
		1	193	2656					
		1	198	2664					
		1	202	2712					
		1	204	2775					
		1	218	2791					
		1	219	2834					
		1	220	2835					
		1	227	2853					
		1	230	2946					
		1	245	3063					
		1	254	3100					
		1	255	3141					
		1	264	3168					
		1	266	3248					
		1	267	3423					
		1	273	3436					
		1	274	3538					
		1	274	3544					
		1	276	3569					
		1	285	3583					
		1	286	3583					
		1	297	3658					
		1	297	3741					
		1	319	3850					
		1	333	3861					
		1	334	3867					
		1	343	3875					
		1	345	3994					
		1	351	4069					
		1	352	4086					
		1	358	4119					
		1	358	4192					
		1	373	4272					
		1	383	4281					
		1	383	4344					
		1	384	4396					
		1	387	4429					
		1	391	4431					
		1	393	4477					
		1	395	4517					
		1	410	4581					
		1	416	4604					
		1	433	4742					
		1	439	4893					
		1	443	4954					
		1	445	5011					
		1	447	5118					
		1	449	5179					
		1	458	5200					
		1	463	5325					
		1	463	5394					
		1	465	5429					
		1	466	5535					
		1	480	5569					
		1	484	5596					
		1	495	5784					
		1	499	5830					
		1	502	5830					
		1	503	5834					
		1	506	5951					
		1	521	6119					
		1	533	6193					
		1	536	6264					
		1	537	6306					
		1	548	6341					
		1	549	6378					
		1	553	6387					
		1	553	6443					
		1	556	6449					
		1	559	6514					
		1	565	6520					
		1	578	6661					
		1	580	6696					
		1	581	6753					
		1	587	6790					
		1	593	6837					
		1	604	6883					
		1	607	6885					
		1	614	7128					
		1	620	7138					
		1	625	7170					
		1	627	7189					
		1	628	7231					
		1	631	7236					
		1	632	7283					
		1	639	7299					
		1	646	7360					
		1	649	7406					
		1	650	7460					
		1	653	7562					
		1	657	7563					
		1	667	7567					
		1	670	7666					
		1	670	7724					
		1	671	7742					
		1	675	7780					
		1	676	7788					
		1	688	7822					
		1	689	7824					
		1	697	7826					
		1	697	7841					
		1	700	7955					
		1	706	7975					
		1	713	7991					
		1	714	8054					
		1	714	8106					
		1	726	8143					
		1	736	8151					
		1	748	8204					
		1	759	8325					
		1	762	8345					
		1	763	8391					
		1	763	8508					
		1	764	8546					
		1	777	8555					
		1	785	8601					
		1	786	8677					
		1	789	8710					
		1	792	8828					
		1	809	8903					
		1	820	8904					
		1	824	9112					
		1	828	9181					
		1	831	9377					
		1	833	9479					
		1	834	9485					
		1	836	9513					
		1	842	9581					
		1	844	9723					
		1	853	9885					
		1	877	9937					
		1	884	9993					
		1	896	10041					
		1	901	10046					
		1	903	10085					
		1	922	10096					
		1	925	10189					
		1	929	10197					
		1	930	10209					
		1	946	10307					
		1	950	10350					
		1	951	10353					
		1	953	10393					
		1	955	10542					
		1	957	10661					
		1	974	10745					
		1	987	10768					
		1	988	10780					
		1	990	10826					
		1	999	10880					
		1	1003	10986					
		1	1005	11072					
		1	1005	11073					
		1	1012	11171					
		1	1015	11178					
		1	1016	11186					
		1	1033	11468					
		1	1040	11668					
		1	1049	11677					
		1	1054	11699					
		1	1056	11779					
		1	1072	11793					
		1	1073	11954					
		1	1077	11980					
		1	1077	12008					
		1	1094	12029					
		1	1099	12212					
		1	1108	12415					
		1	1113	12462					
		1	1117	12514					
		1	1121	12560					
		1	1122	12645					
		1	1126	12668					
		1	1131	12731					
		1	1135	12816					
		1	1136	12864					
		1	1148	12949					
		1	1148	12954					
		1	1149	12987					
		1	1149	12995					
		1	1150	13033					
		1	1156	13053					
		1	1170	13108					
		1	1171	13131					
		1	1181	13171					
		1	1188	13174					
		1	1214	13182					
		1	1218	13210					
		1	1225	13222					
		1	1232	13252					
		1	1234	13377					
		1	1240	13427					
		1	1241	13477					
		1	1244	13493					
		1	1246	13497					
		1	1257	13554					
		1	1269	13593					
		1	1275	13602					
		1	1276	13684					
		1	1277	13763					
		1	1279	13806					
		1	1279	13856					
		1	1283	13870					
		1	1283	13875					
		1	1295	13889					
		1	1296	13929					
		1	1296	14019					
		1	1297	14109					
		1	1297	14213					
		1	1304	14334					
		1	1307	14350					
		1	1321	14410					
		1	1323	14493					
		1	1326	14552					
		1	1335	14706					
		1	1349	14712					
		1	1363	14713					
		1	1370	14786					
		1	1374	14852					
		1	1379	14971					
		1	1388	15181					
		1	1388	15187					
		1	1390	15216					
		1	1392	15328					
		1	1400	15340					
		1	1403	15555					
		1	1404	15603					
		1	1410	15641					
		1	1416	15759					
		1	1424	15760					
		1	1437	15785					
		1	1437	15809					
		1	1439	15820					
		1	1440	15913					
		1	1441	16181					
		1	1442	16280					
		1	1445	16280					
		1	1446	16282					
		1	1446	16334					
		1	1462	16348					
		1	1462	16383					
		1	1469	16442					
		1	1486	16443					
		1	1487	16449					
		1	1487	16455					
		1	1489	16475					
		1	1497	16605					
		1	1499	16627					
		1	1499	16715					
		1	1503	16757					
		1	1517	16813					
		1	1523	16840					
		1	1525	16885					
		1	1525	16894					
		1	1530	16945					
		1	1533	16987					
		1	1534	17061					
		1	1535	17171					
		1	1536	17252					
		1	1539	17442					
		1	1556	17457					
		1	1567	17551					
		1	1572	17678					
		1	1577	17685					
		1	1577	17711					
		1	1578	17779					
		1	1584	17847					
		1	1592	17851					
		1	1592	17871					
		1	1598	17921					
		1	1599	17983					
		1	1599	18018					
		1	1606	18109					
		1	1621	18147					
		1	1627	18170					
		1	1640	18212					
		1	1641	18249					
		1	1641	18254					
		1	1641	18264					
		1	1651	18308					
		1	1651	18325					
		1	1652	18335					
		1	1660	18369					
		1	1664	18611					
		1	1670	18676					
		1	1682	18782					
		1	1683	18795					
		1	1691	18848					
		1	1694	18915					
		1	1694	18985					
		1	1696	19024					
		1	1717	19043					
		1	1721	19066					
		1	1723	19095					
		1	1730	19140					
		1	1739	19206					
		1	1743	19233					
		1	1744	19280					
		1	1748	19326					
		1	1750	19343					
		1	1753	19352					
		1	1754	19365					
		1	1756	19390					
		1	1758	19712					
		1	1759	19714					
		1	1768	19762					
		1	1769	19793					
		1	1773	19801					
		1	1773	19840					
		1	1773	19903					
		1	1776	20094					
		1	1791	20161					
		1	1795	20181					
		1	1799	20210					
		1	1807	20279					
		1	1816	20407					
		1	1818	20473					
		1	1823	20478					
		1	1841	20505					
		1	1854	20559					
		1	1862	20736					
		1	1863	20769					
		1	1863	20781					
		1	1869	20826					
		1	1875	20869					
		1	1876	21016					
		1	1876	21178					
		1	1896	21192					
		1	1899	21212					
		1	1904	21267					
		1	1919	21272					
		1	1922	21313					
		1	1925	21387					
		1	1930	21500					
		1	1931	21601					
		1	1935	21707					
		1	1945	21835					
		1	1952	21847					
		1	1953	21894					
		1	1955	21938					
		1	1958	22024					
		1	1961	22060					
		1	1981	22072					
		1	1982	22085					
		1	2003	22105					
		1	2006	22139					
		1	2008	22273					
		1	2010	22275					
		1	2016	22329					
		1	2018	22342					
		1	2022	22383					
		1	2031	22427					
		1	2034	22476					
		1	2037	22511					
		1	2037	22533					
		1	2041	22620					
		1	2044	22685					
		1	2056	22926					
		1	2057	22970					
		1	2061	23010					
		1	2061	23040					
		1	2069	23108					
		1	2091	23222					
		1	2093	23243					
		1	2106	23273					
		1	2108	23346					
		1	2113	23478					
		1	2116	23484					
		1	2135	23511					
		1	2140	23543					
		1	2151	23560					
		1	2159	23761					
		1	2164	23854					
		1	2167	23970					
		1	2168	24077					
		1	2176	24099					
		1	2189	24134					
		1	2191	24134					
		1	2196	24141					
		1	2199	24153					
		1	2203	24155					
