11	5	5	5	5	0	5		
834	5	5	5	5	0	5		
2869	5	5	5	5	0	5		2491
2924	5	5	5	5	0	5		
3053	5	5	5	5	0	5		52326
3192	5	5	5	5	0	5		
4573	5	5	5	5	0	5		
4869	5	5	5	5	0	5		
6876	5	5	5	5	0	5		
7750	5	5	5	5	0	5		
7782	5	5	5	5	0	5		
8107	5	5	5	5	0	5		
8618	5	5	5	5	0	5		
8859	5	5	5	5	0	5		
8903	5	5	5	5	0	5		
10091	5	5	5	5	0	5		
10176	5	5	5	5	0	5		
10253	5	5	5	5	0	5		
10365	5	5	5	5	0	5		
12872	5	5	5	5	0	5		
13629	5	5	5	5	0	5		
14615	5	5	5	5	0	5		
15130	5	5	5	5	0	5		
16475	5	5	5	5	0	5		
16519	5	5	5	5	0	5		
18838	5	5	5	5	0	5		
19389	5	5	5	5	0	5		
19653	5	5	5	5	0	5		
20138	5	5	5	5	0	5		
20803	5	5	5	5	0	5		
21261	5	5	5	5	0	5		
22154	5	5	5	5	0	5		
22155	5	5	5	5	0	5		
22248	5	5	5	5	0	5		
22360	5	5	5	5	0	5		
22960	5	5	5	5	0	5		
24285	5	5	5	5	0	5		
24764	5	5	5	5	0	5		
24960	5	5	5	5	0	5		
26234	5	5	5	5	0	5		
27225	5	5	5	5	0	5		
27347	5	5	5	5	0	5		
28675	5	5	5	5	0	5		
28879	5	5	5	5	0	5		
28920	5	5	5	5	0	5		
28966	5	5	5	5	0	5		
29480	5	5	5	5	0	5		
29785	5	5	5	5	0	5		
30237	5	5	5	5	0	5		
31076	5	5	5	5	0	5		
31402	5	5	5	5	0	5		
31410	5	5	5	5	0	5		
33002	5	5	5	5	0	5		
33301	5	5	5	5	0	5		
33358	5	5	5	5	0	5		
33440	5	5	5	5	0	5		
38431	5	5	5	5	0	5		
38758	5	5	5	5	0	5		
41849	5	5	5	5	0	5		
43113	5	5	5	5	0	5		
43170	5	5	5	5	0	5		
43289	5	5	5	5	0	5		
43870	5	5	5	5	0	5		
43934	5	5	5	5	0	5		
44197	5	5	5	5	0	5		
44593	5	5	5	5	0	5		
46844	5	5	5	5	0	5		
47151	5	5	5	5	0	5		
47500	5	5	5	5	0	5		
47763	5	5	5	5	0	5		
48790	5	5	5	5	0	5		
49064	5	5	5	5	0	5		
49970	5	5	5	5	0	5		
51091	5	5	5	5	0	5		
51112	5	5	5	5	0	5		
51267	5	5	5	5	0	5		
51596	5	5	5	5	0	5		
51905	5	5	5	5	0	5		
52169	5	5	5	5	0	5		
53535	5	5	5	5	0	5		
54609	5	5	5	5	0	5		
54622	5	5	5	5	0	5		
22193	5	5	4	5	0	4,75		
45080	5	4	5	5	0	4,75		
47123	5	5	5	4	0	4,75		
52205	5	5	5	4	0	4,75		
18296	5	4	5	5	0	4,75		
1167	5	5	5	4	0	4,75		
28180	4	5	5	5	0	4,75		
30571	5	4	5	5	0	4,75		
50063	5	5	4	5	0	4,75		
19973	5	4	5	5	0	4,75		
387	4	5	5	5	0	4,75		
27630	5	4	5	5	0	4,75		
13195	5	5	4	5	0	4,75		
4802	5	5	5	4	0	4,75		
50750	4	5	5	5	0	4,75		
9136	5	4	5	5	0	4,75		
12181	5	5	4	5	0	4,75		
31128	4	5	5	5	0	4,75		
8071	4	5	5	5	0	4,75		
45227	4	5	5	5	0	4,75		
18311	5	5	4	5	0	4,75		
19616	4	5	5	5	0	4,75		
28989	5	4	5	5	0	4,75		
44867	5	4	5	5	0	4,75		
12619	4	5	5	5	0	4,75		
12476	4	5	5	5	0	4,75		
26946	5	5	4	5	0	4,75		
14634	5	5	4	5	0	4,75		
44331	5	5	5	4	0	4,75		
9052	4	5	5	5	0	4,75		
27798	4	5	5	5	0	4,75		
2514	5	5	5	4	0	4,75		
27309	5	4	5	5	0	4,75		
42442	4	5	5	5	0	4,75		
44572	5	5	4	5	0	4,75		
51353	4	5	5	5	0	4,75		
38566	5	5	4	5	0	4,75		
53221	5	5	5	4	0	4,75		
52176	5	4	5	5	0	4,75		
26520	5	4	5	5	0	4,75		
4996	5	4	5	5	0	4,75		
18562	5	5	4	5	0	4,75		
14513	5	4	5	5	0	4,75		
45982	5	4	5	5	0	4,75		
42635	5	5	5	4	0	4,75		
28146	4	5	5	5	0	4,75		
35937	5	4	5	5	0	4,75		
28716	4	5	5	5	0	4,75		
14096	5	5	5	4	0	4,75		
19996	5	4	5	5	0	4,75		
22841	5	5	5	4	0	4,75		
54067	4	5	5	5	0	4,75		
30845	5	5	5	4	0	4,75		
23303	5	5	4	5	0	4,75		
11357	5	5	5	4	0	4,75		
51853	5	5	5	4	0	4,75		
31620	4	5	5	5	0	4,75		
11596	5	5	4	5	0	4,75		
37031	5	5	4	5	0	4,75		
5620	5	4	5	5	0	4,75		
31206	4	5	5	5	0	4,75		
37999	5	4	5	5	0	4,75		
5015	5	5	4	5	0	4,75		
51726	5	5	4	5	0	4,75		
